genes,cluster
FAS,2
CH25H,2
LIPA,2
IFIT2,2
IFIT3,2
IFIT1,2
IFIT5,2
PCGF5,2
MARCH5,2
EXOC6,2
MYOF,2
BLNK_ENSG00000095585,2
PIK3AP1,2
EXOSC1,1
ZDHHC16,1
GOT1,1
SLC25A28,2
BLOC1S2,2
PKD2L1,2
NDUFB8_ENSG00000166136,1
MRPL43,1
MGEA5,2
FBXL15,1
CUEDC2,1
TRIM8,1
ARL3,1
WBP1L,1
C10orf32,1
NT5C2,2
GSTO1,2
XPNPEP1,2
DUSP5,2
SHOC2,2
CASP7,2
C10orf118,2
EIF3A,1
PRDX3,1
MCMBP,2
NSMCE4A,2
PLEKHA1,1
OAT,1
BCCIP,1
PTPRE,2
TUBGCP2,1
ZNF511,1
IFITM2,2
IFITM1,2
IFITM3,2
RNH1,2
HRAS,1
RASSF7,1
IRF7,2
TMEM80,1
TALDO1,1
RPLP2,2
PNPLA2,1
CD151,1
POLR2L,1
AP2A2,1
CTSD,2
MRPL23,1
ASCL2,2
RHOG,2
TRIM21,2
TRIM5,2
TRIM22,2
FAM160A2,1
PRKCDBP,2
ARFIP2,1
TIMM10B_ENSG00000132286,1
ILK,2
MRPL17,2
EIF3F,1
TMEM9B,2
DENND5A,2
IPO7,1
SWAP70,1
ADM,2
CTR9,1
EIF4G2,1
PDE3B_ENSG00000152270,1
C11orf58,2
RPS13,1
HPS5,2
GTF2H1,2
LDHA,1
EIF3M,1
PRRG4,2
CSTF3,2
CD59,2
LMO2,2
CAT,1
APIP,1
CD44,1
TRIM44,2
COMMD9,1
API5,1
EXT2,2
CD82,1
MDK,2
ACP2,2
NDUFS3,1
TIMM10,1
UBE2L6,2
SERPING1,2
TMX2,1
C11orf31,1
FAM111A,2
MPEG1,2
PATL1,2
STX3,2
MRPL16,2
MS4A6A,2
MS4A4A,2
MS4A7,2
SLC15A3,2
VPS37C,1
DDB1,1
TMEM216,1
BEST1,1
FTH1,1
EML3,1
B3GAT3,1
C11orf83,1
UBXN1,1
POLR2G,1
TMEM223,1
SLC3A2,1
RARRES3,2
HRASLS2,2
PLA2G16,2
ATL3,2
COX8A,1
FERMT3,1
FKBP2,1
PPP1R14B,1
BAD,1
PRDX5,1
SF1,1
EHD1,1
BATF2,2
VPS51,1
FAU,1
CDC42EP2,2
FAM89B,1
RELA,2
KAT5,2
AP5B1,2
DRAP1,2
BANF1,1
CST6,1
CATSPER1,1
YIF1A,1
BRMS1,1
MRPL11,1
DPP3,1
CCS,1
RBM14,1
RBM4B,1
RCE1,1
POLD4,1
RAD9A,2
PPP1CA,1
RPS6KB2,1
CORO1B,1
TMEM134,1
PITPNM1,1
GSTP1,1
UNC93B1,2
NDUFS8,1
MRPL21,1
NUMA1,1
LAMTOR1,1
ANAPC15,1
P2RY6,2
RELT,1
COA4,1
ARRB1,1
RPS3,1
DGAT2,1
UVRAG,2
RSF1,2
AAMDC,2
CCDC90B,2
TMEM126B,2
TMEM126A,1
C11orf73,2
CTSC,2
CHORDC1,2
SLC36A4,1
SMCO4,2
PANX1,2
FUT4,2
ENDOD1_ENSG00000149218,2
FAM76B,2
MAML2,2
CCDC82,2
BIRC3,2
BIRC2,2
TMEM123,2
DCUN1D5,1
CASP4,2
CASP1,2
CARD16,2
RDX,2
DLAT_ENSG00000150768,2
SDHD_ENSG00000204370,2
USP28,2
RBM7,2
SIK3,2
SIDT2,2
FXYD6,2
IL10RA,2
AMICA1,1
UBE4A_ENSG00000110344,1
ATP5L_ENSG00000167283,1
RPS25_ENSG00000118181,1
SORL1,1
CRTAM,2
HSPA8,2
AP000783.1,2
EI24,2
FAM118B,1
SRPR,1
NFRKB,1
APLP2,1
WNK1,1
ERC1,1
FKBP4,2
PARP11,2
NDUFA9,2
CD9,1
TNFRSF1A,2
TAPBPL,2
MRPL51,1
GAPDH,1
MLF2,1
LAG3,2
CD4_ENSG00000010610,2
TPI1_ENSG00000111669,1
PHB2_ENSG00000215021,1
LPCAT3_ENSG00000111684,1
CD163,2
SLC2A3,1
C3AR1,2
CLEC4A,1
CLEC4D,2
CLEC4E,2
CLEC2D,2
CD69,2
CLEC2B,2
CLEC12A,2
CLEC7A,2
OLR1,1
BCL2L14,2
CDKN1B,2
EMP1,2
PLBD1,2
ARHGDIB,1
STRAP,1
MGST1,1
ETNK1,2
BCAT1,1
STK38L,1
MRPS35,1
KIAA1551,2
LRRK2,1
LINC00938,1
SLC38A1,2
RPAP3,2
RP1.197B17.3,2
FKBP11,2
LMBR1L,2
TUBA1B,2
TUBA1A,2
SPATS2,1
COX14,1
BIN2,2
GALNT6,2
NR4A1,1
C12orf44,1
EIF4B,1
ITGB7,2
PFDN5,1
C12orf10,1
PCBP2,1
ATP5G2,1
HNRNPA1,1
COPZ1,1
ZNF385A,2
NCKAP1L,1
BLOC1S1,2
CD63,2
MMP19,1
RPS26,1
PA2G4,1
RPL41,1
CNPY2,1
STAT2,2
RBMS2,2
BAZ2A,2
ATP5B,1
NACA,1
NAB2,1
STAT6,2
LRP1,1
ARHGAP9,1
DDIT3,2
CTDSP2,1
USP15,2
GNS,2
HELB,2
RAP1B,2
CPM,2
CPSF6,1
CCT2,1
RP11.611E13.2,1
TMEM19,2
GLIPR1,1
PHLDA1,1
OSBPL8,1
DUSP6,2
ATP2B1,1
BTG1,1
RP11.796E2.4,1
METAP2,1
SNRPF,1
LTA4H,1
ELK3,1
CDK17,2
NEDD1,2
SLC25A3,1
IKBIP,1
UHRF1BP1L,1
CHPT1,1
GNPTAB,2
DRAM1,2
CCDC53,2
TDG,1
SLC41A2,2
KIAA1033,2
CKAP4,2
CMKLR1,2
ISCU,1
SSH1,1
USP30.AS1,2
GLTP,1
VPS29,2
SH2B3,2
MAPKAPK5.AS1,1
ERP29,2
NAA25,2
TRAFD1,2
RPL6,1
OAS1,2
OAS3,2
OAS2,2
SDS,2
SDSL,2
TESC,1
TAOK3,1
RAB35,2
RPLP0,1
PXN,1
COX6A1,2
SRSF9,1
DYNLL1,1
C12orf43,1
OASL,2
P2RX7,2
P2RX4,2
CAMKK2,2
ANAPC5_ENSG00000089053,1
RNF34_ENSG00000170633,2
ORAI1_ENSG00000182500,1
PSMD9,1
MLXIP,1
HCAR2,1
HCAR3,1
DENR,1
VPS37B,1
ARL6IP4,1
C12orf65,2
SBNO1,1
RILPL2,1
NCOR2,1
UBC,2
SLC15A4,2
GJB2,2
IFT88,1
SAP18,2
MRP63,1
SPATA13,2
PARP4,2
RPL21,1
GTF3A,1
POLR1D,1
POMP,2
UBL3,2
HMGB1,1
ALOX5AP,1
HSPH1,2
BRCA2,2
N4BP2L1,2
SPG20,2
CCNA1,2
ALG5,1
NHLRC3,2
ELF1,2
WBP4,2
RGCC,1
EPSTI1,2
DNAJC15,2
TPT1,2
ZC3H13,1
LCP1,1
KIAA0226L,1
ESD,2
ITM2B,2
RB1,2
LPAR6,2
RCBTB2,2
PHF11,2
WDFY2,2
UCHL3,1
IRG1,2
MYCBP2,2
GPR180,2
DNAJC3,1
IPO5,1
STK24,1
GPR183,1
TPP2,1
TNFSF13B,2
RAB20,2
ARHGEF7,1
TFDP1,1
RASA3,1
TTC5,1
OSGEP,1
PNP,1
RNASE6,1
RNASE1,1
RNASE2,2
HNRNPC,1
SUPT16H,1
DAD1,1
OXA1L,1
MRPL52,1
MMP14,1
LRP10,2
PABPN1,1
DHRS4L2,1
PCK2,2
PSME1,2
PSME2,2
RP11.468E2.4,2
IRF9,2
TINF2,2
TGM1,2
RABGGTA,2
GZMB,2
HECTD1,1
ARHGAP5,2
SNX6,2
BAZ1A,2
SRP54,2
FAM177A1,2
PPP2R3C,2
PSMA6,2
NFKBIA,2
PNN,1
RPL36AL,2
NEMF,1
NIN,1
TMX1,2
PTGER2,2
ERO1L,2
DDHD1,2
GMFB,2
SAMD4A,2
GCH1,2
ACTR10,2
PSMA3,2
L3HYPDH,2
DHRS7,1
SLC38A6,1
HIF1A,1
SNAPC1,1
SYNE2,2
ZBTB1,1
CHURC1,2
MAX,2
EIF2S1,1
PLEK2,1
ZFP36L1,1
ACTN1,1
DCAF5,2
ERH,1
KIAA0247,2
SRSF5,1
SYNJ2BP,2
MED6,2
RBM25,1
PSEN1,2
NUMB,1
NPC2,2
TMED10,1
FOS,1
GPATCH2L,2
VASH1,1
AHSA1,2
SPTLC2,2
SNW1,2
SEL1L,1
FOXN3,1
CALM1,2
RPS6KA5,2
C14orf159,2
TRIP11,1
ATXN3,2
NDUFB1,1
RIN3,1
MOAP1,1
TMEM251,1
C14orf142,1
DDX24,1
IFI27,2
SERPINA1,2
GLRX5,1
VRK1,1
SETD3,1
CCNK,2
EVL,2
WARS,2
PPP2R5C,2
HSP90AA1,2
RCOR1,1
TRAF3,1
TNFAIP2,2
CKB,2
C14orf2,1
SIVA1,1
PLD4,2
UBE3A,2
AQR,1
THBS1,1
SRP14,2
C15orf57,2
CHP1,1
EHD4,2
ZNF106,1
SNAP23,2
SERF2,2
EIF3J,1
B2M,2
TRIM69,2
C15orf48,2
BLOC1S6,1
SQRDL,2
EID1,1
DTWD1,1
SPPL2A,2
LYSMD2,2
TMOD3,2
ARPP19,2
RSL24D1,1
RAB27A,1
AQP9,2
ADAM10,1
SLTM,1
GTF2A2,1
ANXA2,2
LACTB,2
RPS27L,2
RAB8B,2
APH1B,1
SNX1,2
TRIP4,2
OAZ2,1
SPG21,1
RAB11A,2
MAP2K1,1
RPL4,1
RPLP1,2
TLE3,1
PKM,1
ADPGK,2
PML,2
UBL7,1
CSK,2
COX5A,1
C15orf39,1
IMP3,1
ETFA,1
SCAPER,2
RCN2,1
PSTPIP1,1
DNAJA4,2
PSMA4,2
MORF4L1,1
CTSH,1
TMED3,1
MTHFS,1
ST20,1
BCL2A1,2
ZFAND6,2
MESDC2,2
MESDC1,2
IL16,1
RP11.752G15.6,2
WHAMM,2
TM6SF1,1
WDR73,1
NMB,1
AKAP13,1
MRPS11,1
ISG20,2
HAPLN3,2
ANPEP,1
IDH2,2
CIB1,1
CRTC3,1
FURIN,1
FES,1
MEF2A,2
VIMP,2
POLR3K,1
SNRNP25,1
C16orf13,1
FAM195A,1
STUB1,1
UBE2I,1
C16orf91,1
MRPS34,1
SPSB3,1
NUBP2,1
HAGH,1
MSRB1,2
NDUFB10,1
RPS2,1
GFER,1
PGP,1
SRRM2,1
TCEB2,1
FLYWCH2,1
TNFRSF12A,1
HCFC1R1,1
THOC6,1
MEFV,2
UBALD1,1
NUDT16L1,1
UBN1,1
NAGPA,1
SOCS1,2
LITAF,2
SNN,2
RSL1D1,1
CPPED1,2
NTAN1,2
RPS15A,1
GDE1,1
CCP110,2
METTL9,1
IGSF6,2
GGA2,1
UBFD1,2
NDUFAB1,1
RBBP6,2
ARHGAP17,2
NSMCE1,1
XPO6,2
CLN3_ENSG00000188603,2
IL27,2
NUPR1,2
CCDC101,2
TUFM,1
SPNS1,1
LAT,1
RP11.426C22.5,2
SPN,2
KIF22,1
MAZ,1
MVP,2
TMEM219,2
ALDOA,1
YPEL3,1
CORO1A,1
SEPHS2,1
ITGAL,1
PHKG2,1
BCL7C,1
ORAI3,1
STX4,2
VKORC1,1
BCKDK,1
KAT8,1
PYCARD,1
ITGAX,1
ZNF267,2
N4BP1,2
ADCY7,2
SNX20,2
RP11.327F22.2,2
CYLD,2
LPCAT2,2
NUDT21,1
MT2A,2
MT1F,2
MT1X,2
NLRC5,2
FAM192A,2
POLR2C,1
KIFC3_ENSG00000140859,1
USB1,1
CKLF,1
DYNC1LI2,2
NAE1,1
FAM96B,1
CBFB,1
TRADD,2
EXOC3L1,2
TMEM208,1
FHOD1,1
ATP6V0D1,1
NUTF2,1
PSMB10,2
SLC7A6,1
ST3GAL2,2
TXNL4B,2
PSMD7,1
GLG1,1
MLKL,2
GABARAPL2,1
KARS,2
CMC2,2
CENPN,2
MPHOSPH6,1
HSBP1,2
DNAAF1,2
COTL1,1
USP10,1
ZDHHC7,1
EMC8,1
COX4I1,1
IRF8,2
MAP1LC3B,2
CYBA,2
RNF166,1
TRAPPC2L,1
CHMP1A,2
FANCA,2
DEF8,1
GLOD4,1
ABR,1
YWHAE,1
CRK,1
PITPNA,1
SLC43A2,1
RILP,2
PRPF8,1
SERPINF1,1
TSR1,1
PAFAH1B1,2
TAX1BP3,1
ITGAE,1
C17orf85,1
ANKFY1,2
ARRB2,1
MED11,1
VMO1,1
PSMB6,1
SLC25A11,1
PFN1,1
SCIMP,2
NUP88,1
RPAIN,1
C1QBP,1
XAF1,2
ASGR1,1
ACADVL,1
GABARAP,1
CTDNEP1,1
ELP5,1
TMEM256,1
CHRNB1,2
CD68,2
SAT2,2
KDM6B,1
LSMD1,1
CHD3,1
VAMP2,1
TMEM107,1
RANGRF,1
RPL26,1
GAS7,2
ADPRM,2
PMP22,1
ZSWIM7,1
UBB,2
TRPV2,2
GID4,1
ALKBH5,1
TMEM11,1
WSB1,2
LGALS9,2
RAB34,1
SSH2,1
CPD,1
CRLF3,2
ADAP2,2
COPRS,1
ZNF207,2
CCL2,2
CCL7,2
CCL8,2
CCL13,2
SLFN5,2
RP11.47L3.1,1
SLFN12,2
RP11.1094M14.11,1
AP2B1_ENSG00000006125,2
CCL5_ENSG00000161570,2
CCL3,2
CCL4,2
CCL3L1,2
ZNHIT3_ENSG00000108278,1
AATF,1
DDX52,2
MRPL45_ENSG00000174100,1
MLLT6,2
CISD3,1
PSMB3,2
RPL23,1
RPL19,1
RARA,1
CTD.2267D19.2,1
IGFBP4,2
CCR7,2
KRT10,1
JUP_ENSG00000173801,2
EIF1,2
NT5C3B_ENSG00000141698,1
CNP_ENSG00000173786,2
DHX58_ENSG00000108771,2
STAT5A,2
STAT3,2
COA3,1
IFI35,2
TMEM106A,2
UBTF,1
SLC25A39,1
EFTUD2,1
CTD.2020K17.1,1
ARHGAP27,2
CDC27,2
KPNB1,2
SNX11,2
CALCOCO2,2
ATP5G1,1
UBE2Z,2
SNF8,1
ABI3,1
SLC35B1,1
MRPL27,2
LUC7L3,1
UTP18,1
PCTP,1
C17orf67,2
DGKE,2
TRIM25,2
SCPEP1,2
MRPS23,1
VEZF1,2
MIR142,2
SUPT4H1,2
MTMR4,1
CLTC,1
LIMD2,1
CCDC47,1
FTSJ3,1
PSMC5,1
CD79B,1
ICAM2,2
DDX5_ENSG00000108654,1
GNA13,2
KCNJ2,2
CD300A,2
CD300E,2
ATP5H,1
NT5C,1
NUP85,1
MRPS7,1
SLC25A19,1
GRB2,2
H3F3B,2
UNK,2
PRPSAP1,1
RHBDF2,2
SEPT9_ENSG00000184640,1
PGS1,1
CYTH1,2
LGALS3BP,2
RNF213,2
ENTHD2,1
ACTG1_ENSG00000184009,1
ARL16,1
ARHGDIA,2
ANAPC11,1
STRA13,1
DCXR,1
SLC16A3,1
SECTM1,2
HEXDC,2
NARF,1
WDR45B,1
TBCD,1
ENOSF1,1
SMCHD1,2
LPIN2,2
MYL12A,2
MYL12B,2
TGIF1,1
DLGAP1.AS1,1
EPB41L3,1
ANKRD12,2
RAB31,2
VAPA,1
AFG3L2,1
PSMG2,2
PTPN2,2
SEH1L,1
RNMT,1
SNRPD1,1
ABHD3,2
RIOK3,2
C18orf8,2
NPC1,2
OSBPL1A,2
RNF138,2
GALNT1,1
TPGS2,2
PSTPIP2,2
ATP5A1,1
SMAD7,1
RPL17,1
ACAA2,1
CXXC1,1
MBD2,2
TCF4,2
NARS,1
RP11.35G9.3,2
LMAN1,1
PMAIP1,2
CD226,1
CNDP2,2
LINC00909,2
TXNL4A,1
TRIB3,1
RBCK1,2
FAM110A,1
PSMF1,2
SIRPA,2
SNRPB,1
IDH3B,1
PTPRA,2
DDRGK1,1
ITPA,1
SIGLEC1,2
CDC25B,2
PANK2,2
RNF24,2
SMOX,1
PRNP,1
RASSF2,1
TMEM230,1
CDS2,2
GPCPD1,1
C20orf196,1
TRMT6,1
MKKS,1
ESF1,1
DSTN,1
RRBP1,2
RIN2,2
NAA20,1
XRN2,1
THBD,1
NXT1,1
CST3,2
APMAP,1
ABHD12,2
HM13,2
PDRG1,1
COMMD7,2
MAPRE1,1
RALY,2
AHCY,1
DYNLRB1,2
MAP1LC3A,1
TRPC4AP,2
PHF20,1
DLGAP4_ENSG00000080845,2
TGIF2,2
C20orf24,2
SAMHD1,2
RPN2,1
CTNNBL1,2
TTI1,1
MAFB,2
TOP1,2
SRSF6,1
OSER1,2
ADA,2
RP11.445H22.3,2
YWHAB,2
CTSA,1
PCIF1,2
MMP9,1
CD40,2
ELMO2,2
PREX1,1
STAU1,2
ZNFX1,2
B4GALT5,2
RNF114,2
TMEM189,1
CEBPB,1
RP11.290F20.3,1
DPM1,1
RAE1,1
ZBP1,2
PMEPA1,1
NELFCD,1
CTSZ,2
PSMA7,1
OGFR,2
PPDPF,2
HELZ2,2
TPD52L2,2
TCEA2,1
RGS19,1
TPGS1,1
BSG,1
CFD,2
TMEM259,1
CNN2,1
POLR2E,1
ATP5D,1
MIDN,1
CIRBP,1
C19orf24,1
DAZAP1,1
CTB.31O20.2,1
SCAMP4,1
MOB3A,1
OAZ1,1
LSM7,1
TIMM13,1
GADD45B,2
SLC39A3,1
AES,2
GNA15,1
S1PR4,1
NFIC,1
MRPL54,1
EEF2,1
PIAS4,2
SIRT6,1
EBI3,2
SH3GL1,1
SEMA6B,1
TNFAIP8L1,1
TICAM1,2
NDUFA11,1
CLPP,1
ALKBH7,1
GTF2F1,2
TNFSF14,1
GPR108,1
VAV1,1
EMR1,2
MCOLN1,1
PNPLA6,1
PET100,1
C19orf59,1
MAP2K7,1
TIMM44,1
ELAVL1,1
MARCH2,1
HNRNPM,1
MYO1F_ENSG00000142347,1
ZNF561,1
PIN1,1
C19orf66,2
EIF3G,1
TYK2,1
PDE4A,1
CDKN2D,2
SLC44A2,2
ILF3.AS1,1
ILF3,1
SMARCA4,1
TMEM205,1
SWSAP1,1
ELOF1,1
ZNF791,1
WDR83OS,1
DHPS,1
GCDH,1
FARSA,1
CALR,1
RAD23A,1
GADD45GIP1,1
TRMT1,1
STX10,1
IER2,2
CACNA1A,2
C19orf53,1
IL27RA,1
CD97,2
DDX39A,1
EMR2,1
AKAP8,1
AKAP8L,1
RAB8A,2
HSH2D,2
FAM32A,2
SLC35E1,1
SMIM7,1
USE1,1
BABAM1,1
MRPL34,1
BST2,2
CTD.2521M24.9,2
MVB12A,2
PGLS,1
MAP1S,1
CCDC124,1
ARRDC2,1
LSM4,1
LRRC25,1
ELL,1
FKBP8,1
RFXANK,1
NDUFA13,1
GMIP,2
ATP13A1,2
ZNF430_ENSG00000118620,1
RPSAP58,1
UQCRFS1,2
CEBPG,1
UBA2,1
FFAR2,2
TMEM147,1
PSENEN,1
NFKBID,1
HCST,2
TYROBP,2
SDHAF1,1
ALKBH6,1
KCNK6,1
PSMD8,1
FAM98C,1
EIF3K,1
ECH1,1
HNRNPL,1
SIRT2,1
MRPS12,1
GMFG,1
ZFP36,2
TIMM50,1
PLD3,2
SERTAD1,1
SERTAD3,2
BLVRB,1
SHKBP1,1
RAB4B,2
EGLN2,2
AXL,2
TGFB1,2
RABAC1_ENSG00000105404,2
DEDD2,1
LYPD3,1
PHLDB3,1
XRCC1,1
IRGQ,1
ZNF576,1
ZNF428,1
PLAUR,1
KCNN4,1
PVRL2,2
TOMM40,1
CLPTM1,1
RELB,2
GEMIN7,1
ERCC1,1
VASP,1
OPA3,1
SNRPD2,1
CALM3,2
PRKD2,2
SLC1A5,1
AP2S1,1
TMEM160,1
BBC3,1
C5AR1,1
NAPA,2
GLTSCR2,1
SEPW1,2
EMP3,2
RPL18,1
PPP1R15A,2
NUCB1,2
BAX,1
RUVBL2,1
PIH1D1,1
RPL13A,1
FCGRT,2
RRAS,1
BCL2L12,1
PRMT1,1
MED25,2
AKT1S1,2
TBC1D17,2
IL4I1,2
NUP62,2
ATF5,2
EMC10,1
SIGLEC9,1
ETFB,1
SIGLEC10,1
SIGLEC14,2
FPR1,1
FPR3,2
ZNF350,2
ZNF766,2
ZNF480,1
ZNF331,1
TFPT_ENSG00000105619,1
PRPF31_ENSG00000105618,1
MBOAT7_ENSG00000125505,2
LILRB3_ENSG00000204577,2
LILRB2_ENSG00000131042,2
LILRA3_ENSG00000170866,2
LILRA5_ENSG00000187116,2
LILRB1_ENSG00000104972,2
LILRB4_ENSG00000186818,2
KIR3DL2_ENSG00000240403,1
CTB.61M7.2_ENSG00000268734,1
RPL28,2
ZNF264,1
A1BG,1
RPS5,1
TRIM28,1
CECR1,2
BCL2L13,2
BID,2
MRPL40,2
UFD1L,1
TXNRD2,1
COMT,2
RANBP1,1
SNAP29,2
YDJC,1
SDF2L1,1
MAPK1,1
PPM1F,1
SMARCB1,1
DDT,1
SNRPD3,1
TPST2,1
EWSR1,2
AP1B1,1
ZMAT5,1
UQCR10,1
ASCC2,1
OSM,1
GATSL3,1
MTFP1,1
TCN2,2
RTCB,2
FBXO7,2
TOM1,1
HMOX1,2
APOL6,2
APOL3,2
APOL2,2
APOL1,2
MYH9,1
TXN2,1
EIF3D,1
NCF4,2
MPST,1
KCTD17,1
CYTH4,1
MFNG,1
LGALS2,2
GGA1,1
LGALS1,2
NOL12,1
EIF3L,1
POLR2F,1
DDX17,1
TOMM22,1
GTPBP1,2
SUN2,1
CBX6,2
APOBEC3A_ENSG00000128383,2
APOBEC3B,2
APOBEC3C,2
APOBEC3F,2
APOBEC3G,2
APOBEC3H,2
RPL3,1
MIEF1,1
ATF4,1
RPS19BP1,1
SGSM3,1
ST13,2
RBX1,2
PHF5A,1
ACO2,1
DESI1,2
XRCC6,1
NHP2L1,1
MEI1,1
SMDT1_ENSG00000183172,1
NDUFA6_ENSG00000184983,1
RRP7A,1
PARVG,1
PRR5,2
CTA.217C2.1,2
NUP50,2
KIAA0930,1
TTC38,2
CERK,1
CTA.29F11.1,1
PIM3,2
TRABD,1
SELO,2
SCO2,2
TYMP,2
ODF3B,2
CTA.384D8.35,2
CTA.384D8.34,2
KLHDC7B,2
SAMSN1,2
NRIP1,2
BTG3,2
C21orf91,2
MIR155HG,2
ATP5J,1
LTN1,1
CCT8,1
BACH1,2
IFNAR1,1
GART_ENSG00000159131,2
ATP5O,1
SMIM11,1
CBR1,2
CBR3,2
MORC3,2
PIGP,1
TTC3,1
DSCR3,2
KCNJ15,1
HMGN1,1
MX2,2
MX1,2
ABCG1,1
SLC37A1,2
NDUFV3,1
CSTB,2
RRP1,1
AGPAT3,2
C21orf33,1
C21orf2,1
SUMO3,1
ITGB2,2
FAM207A,1
PRMT2,2
